transaction_id,customer_id,transaction_date,amount
193,9650,2021-11-12,7429.09
194,39112,2023-03-15,301.19
195,16935,2021-10-31,2312.63
196,8392,2022-02-24,7322.95
197,25967,2024-07-28,1323.46
198,29011,2024-06-02,1947.15
199,15072,2023-08-02,6630.06
200,41237,2023-11-13,8100.96
201,14103,2020-07-15,1708.57
202,16438,2021-02-20,5553.19
203,164,2020-01-06,1895.31
204,39567,2023-08-20,2165.05
205,13698,2022-05-21,4871.55
206,19174,2021-01-22,6771.35
207,16198,2024-08-03,5784.46
208,29678,2022-10-07,1014.99
209,37286,2024-06-29,2927.05
210,29249,2022-03-04,9387.84
211,9446,2025-05-22,6313.66
212,9522,2024-04-04,6615.42
213,9178,2021-11-02,2190.34
214,11381,2023-06-01,9586.52
215,38128,2021-09-17,2144.46
216,48983,2024-02-17,2586.5
217,31226,2024-07-01,5149.96
218,38421,2020-09-06,5010.13
219,17465,2025-06-07,423.02
220,25235,2022-09-11,7463.41
221,37917,2024-02-05,1054.9
222,14770,2021-11-23,634.95
223,35034,2020-03-05,5120.9
224,21026,2024-07-24,577.65
225,33617,2025-03-09,2086.68
226,8658,2023-11-29,3970.39
227,37430,2020-10-25,6070.86
228,7712,2022-03-03,7849.19
229,37368,2024-03-03,2966.55
230,38430,2025-02-19,4764.71
231,25951,2023-10-22,9545.42
232,32658,2022-08-20,3963.13
233,13637,2024-02-20,7125.51
234,38880,2022-01-02,2786.5
235,29213,2025-05-08,6269.82
236,5516,2021-08-20,8066.83
237,31203,2020-05-30,9150.82
238,31029,2024-12-09,9381.45
239,8611,2024-02-14,3090.13
240,14571,2020-01-23,2088.72
241,17844,2022-12-22,8158.98
242,20917,2021-09-02,6333.2
243,6030,2024-06-06,4203.26
244,22674,2021-06-10,459.11
245,18598,2023-02-14,3146.4
246,49750,2024-01-26,1202.31
247,42150,2023-06-21,4970.42
248,32311,2024-12-22,8291.25
249,46475,2025-03-09,3194.69
250,44867,2024-01-14,3640.19
251,15925,2021-05-19,7853.55
252,45006,2023-09-22,4615.19
253,5529,2021-08-28,6715.06
254,25022,2024-05-15,1967.39
255,47,2024-08-18,2584.32
256,29791,2020-10-16,6386.34
257,12121,2024-08-06,1208.25
258,26089,2023-12-21,1835.17
259,24275,2020-08-20,3244.4
260,31372,2021-10-12,1886.55
261,1287,2024-08-14,9756.96
262,32177,2024-02-03,2635.72
263,42909,2023-12-03,9550.5
264,33711,2020-08-16,8479.13
265,43662,2021-08-11,3392.89
266,46771,2025-04-22,5533.14
267,18675,2022-10-01,3445.86
268,28302,2020-10-16,7060.74
269,45911,2023-10-29,3684.33
270,38221,2025-01-31,4716.63
271,19044,2023-05-08,7216.59
272,17516,2023-03-02,4222.77
273,2369,2024-05-29,6924.59
274,29146,2020-11-17,3765.24
275,19929,2025-03-08,4053.73
276,8659,2021-11-24,3281.53
277,15764,2024-11-24,9895.39
278,4058,2022-09-18,5098.53
279,14560,2024-12-20,2297.8
280,20419,2021-08-10,5714.67
281,9671,2022-01-11,4743.27
282,37152,2020-12-01,7810.98
283,5573,2020-06-27,9364.12
284,14494,2024-08-14,1196.28
285,33428,2021-03-09,9813.94
286,186,2022-05-22,1732.6
287,45953,2021-03-13,2805.73
288,17131,2022-02-23,7776.13
289,3835,2021-04-24,1638.97
290,8725,2021-04-12,8193.23
291,23441,2024-02-29,6767.55
292,40028,2021-02-22,8072.38
293,19360,2021-06-25,5677.97
294,22700,2020-06-23,9843.04
295,20594,2023-08-14,5970.08
296,25698,2020-10-04,4015.89
297,2864,2020-01-31,9667.79
298,24200,2020-02-20,829.0
299,18818,2024-08-27,5194.98
300,29573,2022-09-10,6357.63
301,11317,2022-05-05,3519.63
302,26468,2025-04-16,1010.92
303,33409,2021-08-23,4159.42
304,26191,2021-09-27,8124.74
305,1485,2020-06-07,5754.45
306,22239,2023-01-28,7603.01
307,3793,2023-03-11,7204.98
308,18310,2020-04-26,2936.92
309,42840,2024-01-31,2609.86
310,1332,2020-02-08,7930.82
311,38221,2020-12-13,1784.61
312,15896,2022-09-11,5696.68
313,31958,2023-04-04,9568.57
314,7576,2023-02-04,5302.23
315,1644,2022-04-22,8086.34
316,39628,2022-02-24,2635.77
317,21482,2024-04-23,674.43
318,29730,2024-06-06,3547.73
319,22287,2024-03-07,5791.73
320,26869,2023-09-08,6435.26
321,36479,2025-01-06,5408.14
322,42756,2025-01-11,4385.91
323,46389,2025-05-22,9855.42
324,26254,2024-03-05,6916.19
325,48545,2023-03-24,9542.75
326,6194,2023-02-19,1848.03
327,41199,2022-11-12,9995.49
328,40171,2020-02-04,7059.75
329,319,2023-06-07,9722.27
330,8754,2021-05-05,6099.32
331,37981,2020-05-20,1624.67
332,10570,2023-11-06,3545.96
333,15780,2023-07-29,624.68
334,32206,2020-07-24,1599.36
335,19798,2023-04-01,9984.18
336,22770,2023-12-19,9166.81
337,46556,2020-05-13,9027.93
338,44999,2022-09-29,120.14
339,19044,2021-08-06,4560.38
340,15359,2021-07-17,7841.94
341,34276,2024-02-20,2343.46
342,39858,2024-05-07,4258.75
343,13737,2024-02-27,2128.65
344,21346,2024-01-26,6957.47
345,2021,2022-06-22,7069.89
346,49094,2024-09-06,2898.93
347,16539,2020-03-20,4825.2
348,28832,2023-01-21,4571.9
349,7379,2020-03-04,7801.99
350,9877,2024-04-18,6784.21
351,18921,2021-05-24,775.39
352,9472,2023-08-01,1595.54
353,12344,2023-12-13,8415.66
354,33637,2022-03-26,9658.98
355,3014,2021-12-14,6400.18
356,27743,2024-07-09,3711.23
357,19695,2020-07-11,2288.71
358,683,2021-03-28,7461.23
359,43224,2024-01-14,6420.15
360,1462,2023-10-14,9098.09
361,20214,2022-10-20,9041.01
362,49298,2022-10-06,3141.12
363,5628,2021-02-01,8048.9
364,34589,2020-06-22,2610.59
365,22652,2022-11-16,7841.72
366,6963,2025-05-19,1764.25
367,22860,2021-02-16,3542.27
368,41565,2023-07-04,950.84
369,22717,2025-02-16,3028.17
370,1607,2021-10-04,3249.73
371,27776,2021-06-21,6719.9
372,17932,2021-02-08,7181.02
373,6974,2024-07-11,5921.57
374,35541,2024-12-20,7723.82
375,9578,2020-10-27,4570.57
376,28220,2021-09-19,6316.35
377,19281,2022-01-20,3656.66
378,42780,2021-12-24,5261.15
379,6976,2023-12-07,1496.54
380,43615,2022-11-07,6148.8
381,43080,2024-07-24,2128.95
382,41906,2022-08-04,4662.57
383,42266,2025-04-03,6687.97
384,39351,2021-09-14,4335.6
385,28272,2020-05-07,2309.24
386,24735,2020-04-23,6695.33
387,44755,2024-10-26,8540.08
388,22398,2020-05-25,5053.96
389,44283,2022-07-21,5620.72
390,34119,2022-06-06,3969.57
391,45681,2023-04-29,5873.65
392,24069,2022-09-07,5003.52
393,16013,2021-09-11,7491.12
394,23442,2024-04-03,2478.59
395,12626,2023-03-20,4913.57
396,7986,2025-02-18,3230.66
397,48768,2024-09-14,1034.79
398,46164,2022-03-02,3926.37
399,22260,2021-04-11,9536.29
400,40049,2020-06-02,4658.84
401,19415,2020-08-12,5501.66
402,17060,2021-05-18,7448.15
403,369,2021-07-19,9849.5
404,39539,2024-06-22,4176.57
405,27752,2024-06-12,5224.99
406,9396,2021-11-03,9688.27
407,36129,2022-12-16,4344.96
408,17856,2024-07-15,7924.28
409,21736,2025-03-19,4493.96
410,28000,2021-01-27,2353.64
411,19401,2020-04-10,9369.66
412,17054,2025-01-29,7149.33
413,5728,2024-10-30,8649.02
414,12612,2020-07-21,1249.26
415,2009,2024-06-08,7078.55
416,17211,2020-02-28,6440.0
417,25026,2023-05-17,4891.32
418,41509,2020-01-16,1506.75
419,1635,2022-06-19,4206.32
420,7909,2024-04-28,6215.1
421,13624,2024-04-30,6806.98
422,15549,2022-02-04,1258.11
423,43073,2022-06-24,4493.87
424,37488,2023-09-18,4312.63
425,4449,2024-02-27,7883.82
426,48049,2021-07-23,507.97
427,31300,2021-08-04,7876.35
428,1008,2022-01-10,7856.89
429,13449,2023-09-05,7001.23
430,10966,2023-05-16,9007.56
431,7665,2022-04-17,4705.17
432,30570,2022-01-02,1051.3
433,19185,2023-11-07,3381.85
434,13909,2024-05-14,6151.37
435,13750,2020-10-07,3296.67
436,23913,2025-02-21,6366.18
437,5058,2022-02-17,531.87
438,4462,2023-10-04,796.39
439,35921,2022-05-02,204.11
440,24223,2020-11-14,9761.99
441,29933,2022-06-14,2690.26
442,35899,2021-10-27,7975.98
443,15870,2022-11-30,8879.76
444,12626,2020-11-04,1660.33
445,5535,2022-09-23,2071.31
446,37238,2021-12-15,3885.36
447,36149,2024-10-31,5090.23
448,1631,2020-05-31,5393.95
449,9338,2022-04-28,3918.27
450,10587,2024-01-20,5903.66
451,23161,2021-03-31,7387.24
452,32804,2020-04-03,7031.21
453,49877,2023-11-15,399.06
454,26053,2021-10-01,5973.63
455,3298,2023-06-06,7154.99
456,33659,2024-02-29,2086.66
457,43810,2024-02-03,6075.84
458,1401,2021-08-07,1197.18
459,30269,2020-03-23,6682.99
460,13500,2024-11-06,6242.04
461,7920,2020-07-10,2485.49
462,25603,2021-03-31,8765.73
463,36870,2022-05-29,8085.15
464,7572,2020-02-15,7416.17
465,30468,2021-04-06,4649.62
466,19045,2024-05-05,2346.23
467,12597,2022-01-01,7843.58
468,22343,2021-09-02,2224.03
469,11198,2022-08-24,4920.66
470,31228,2025-04-09,3849.09
471,47569,2022-03-08,2099.79
472,3750,2020-04-10,6184.86
473,27426,2021-10-17,9822.49
474,39874,2020-08-22,4815.13
475,23018,2025-03-25,5045.37
476,23079,2023-08-29,3790.09
477,30185,2022-08-18,2359.99
478,46387,2023-10-17,2897.49
479,21779,2022-04-08,8770.63
480,4704,2024-12-13,9486.4
481,48984,2022-08-16,8279.72
482,601,2020-09-01,361.81
483,46327,2020-09-04,6117.2
484,42520,2022-10-11,5537.8
485,25241,2020-09-19,7770.17
486,47948,2023-04-01,7827.54
487,37726,2024-07-14,4437.3
488,47347,2023-05-05,2946.56
489,28358,2025-02-25,1063.3
490,22558,2024-04-14,6152.09
491,10232,2021-11-14,2808.71
492,4577,2021-09-09,9649.93
493,11983,2021-04-27,562.81
494,22648,2020-07-26,9646.47
495,30489,2025-04-09,5007.93
496,38781,2022-09-02,6105.23
497,40709,2024-05-10,5877.0
498,23042,2020-05-15,7551.8
499,23632,2023-11-05,999.95
500,7527,2020-08-10,8889.74
501,37055,2022-11-09,7931.36
502,46716,2024-01-20,8516.64
503,18342,2020-10-12,4905.26
504,19473,2021-03-21,7008.26
505,26655,2023-09-18,4626.92
506,46303,2022-11-15,1390.53
507,5190,2024-05-20,3089.86
508,1828,2021-07-26,2856.26
509,43400,2024-01-08,1743.75
510,25693,2021-07-10,2489.03
511,2006,2022-03-24,5035.29
512,28696,2022-03-02,4279.91
513,6591,2020-11-28,3358.73
514,32936,2020-04-24,9076.54
515,15106,2022-11-05,7809.22
516,13588,2023-09-23,124.94
517,10193,2020-05-23,5746.58
518,8481,2022-04-13,7028.76
519,17422,2021-10-02,628.72
520,27062,2021-08-08,1228.6
521,6199,2024-04-09,2857.76
522,11557,2022-11-03,6176.96
523,21208,2020-07-27,9238.92
524,10324,2022-09-04,4909.94
525,45425,2021-10-08,9824.79
526,3974,2022-11-10,9373.73
527,42145,2025-02-27,6409.86
528,13184,2023-01-19,4634.04
529,43314,2024-05-03,6847.66
530,30172,2022-06-18,7932.9
531,11860,2024-03-27,9436.4
532,45766,2022-11-11,7559.82
533,32968,2025-03-10,3976.4
534,16339,2024-08-24,4983.7
535,24911,2021-02-13,565.44
536,19798,2023-03-25,384.57
537,16563,2022-07-03,2887.0
538,25026,2023-03-28,8080.38
539,1725,2022-02-20,3260.52
540,33948,2020-03-27,1257.46
541,21220,2023-09-22,3625.67
542,17252,2021-02-10,3125.19
543,48300,2021-12-21,9894.24
544,33746,2021-06-03,9716.42
545,46476,2021-11-08,7395.58
546,32763,2020-01-10,8306.41
547,13523,2020-01-30,2613.19
548,20025,2022-02-13,5422.98
549,41626,2023-07-05,9985.1
550,43033,2020-10-04,3299.82
551,10716,2023-03-02,9863.29
552,49935,2025-06-09,1963.75
553,37066,2024-01-20,6239.4
554,8039,2023-05-05,7841.2
555,6733,2021-07-21,5972.47
556,45928,2020-10-02,3158.16
557,3551,2021-04-21,8158.44
558,23921,2020-07-16,2097.28
559,19835,2023-09-09,4359.83
560,38359,2021-04-28,2869.43
561,37854,2023-04-23,5004.37
562,43443,2024-04-05,3935.4
563,45034,2022-11-06,1873.07
564,48916,2020-03-19,7444.69
565,21515,2020-01-27,1848.55
566,41524,2024-08-29,5501.89
567,49877,2023-09-24,8065.32
568,39990,2022-01-16,4884.36
569,41207,2025-06-09,8879.91
570,46599,2021-04-20,4345.21
571,16258,2020-04-20,9710.02
572,24981,2024-10-15,346.54
573,47685,2021-01-05,7931.61
574,22902,2021-01-03,7107.81
575,17612,2024-09-29,6149.61
576,8825,2024-02-11,3031.45
577,6436,2021-12-09,6146.07
578,22805,2020-01-13,5986.25
579,45310,2021-09-16,1579.08
580,38911,2021-09-01,8810.47
581,8851,2025-01-15,5392.69
582,29884,2024-07-31,981.65
583,23889,2021-07-21,3976.52
584,27998,2023-02-01,2243.52
585,12745,2020-08-19,1769.45
586,31138,2020-06-20,9469.04
587,39069,2024-04-12,6780.83
588,9076,2021-04-13,3085.69
589,41657,2025-01-02,6815.68
590,12617,2023-08-08,8050.1
591,13618,2025-05-29,3237.62
592,8907,2024-06-15,9849.65
593,36758,2023-05-13,8826.38
594,49394,2025-01-22,7991.6
595,29745,2021-07-01,7180.96
596,31382,2020-05-08,483.52
597,43966,2023-04-09,321.8
598,42300,2022-06-23,1731.69
599,9936,2021-05-11,9177.58
600,40183,2020-12-28,2251.59
601,15879,2022-05-23,7041.24
602,10871,2022-09-03,9801.02
603,23071,2020-07-13,9379.02
604,49028,2025-03-21,4062.93
605,29021,2021-06-27,6842.94
606,48875,2024-07-12,7617.05
607,5401,2021-01-14,5540.26
608,25377,2022-09-21,5277.99
609,33375,2024-05-24,2312.67
610,29016,2023-08-30,6791.46
611,42878,2023-12-30,3008.66
612,3110,2020-07-16,3155.2
613,16750,2023-09-30,2730.49
614,45437,2020-10-10,751.68
615,31870,2020-08-18,8452.16
616,40112,2024-09-24,8644.33
617,4042,2021-11-10,7265.17
618,9177,2021-04-08,9284.64
619,40765,2022-07-04,6350.2
620,41451,2024-06-11,6432.34
621,14529,2022-09-01,8888.02
622,45934,2020-04-24,2164.57
623,30030,2024-07-31,4411.13
624,3645,2020-03-16,7070.97
625,4225,2024-01-09,2759.7
626,31750,2020-10-19,2363.37
627,28647,2024-10-28,8992.89
628,2027,2025-01-25,9960.48
629,32202,2024-06-14,3925.44
630,21,2020-03-17,2442.38
631,15555,2023-10-05,4104.15
632,47955,2023-10-26,3108.14
633,10690,2020-11-18,8235.41
634,5019,2023-04-18,9019.53
635,44524,2023-12-13,3970.12
636,23456,2021-01-02,6035.81
637,45708,2024-09-21,879.76
638,34222,2021-01-30,4675.67
639,10664,2022-01-23,167.69
640,21641,2021-06-24,6743.84
641,10322,2020-10-12,1842.6
642,22846,2024-08-12,8792.61
643,26989,2023-09-22,6337.28
644,45821,2020-11-04,9288.51
645,22371,2020-08-06,9387.85
646,31076,2022-02-28,1774.72
647,33704,2022-08-13,5180.34
648,8427,2022-03-27,2035.06
649,49187,2022-08-02,4586.07
650,29311,2021-01-25,4555.93
651,8531,2020-02-15,7383.92
652,44988,2020-01-11,9763.62
653,36294,2020-01-16,6326.79
654,26079,2023-04-20,8178.73
655,5979,2024-09-16,4096.25
656,24192,2021-07-01,820.95
657,11876,2022-12-10,5195.25
658,10683,2020-05-29,9048.94
659,12708,2024-02-20,2478.55
660,17090,2021-02-24,2702.32
661,4848,2023-07-06,1137.37
662,20729,2023-08-07,9968.52
663,10533,2021-09-16,4205.87
664,45263,2025-01-03,3058.85
665,9317,2023-10-17,9275.04
666,38103,2024-05-09,8131.29
667,23852,2021-02-28,8781.96
668,9792,2020-10-20,9509.1
669,37299,2024-10-17,8582.18
670,239,2022-06-04,9857.98
671,25724,2020-06-10,6429.53
672,12806,2021-06-06,2484.83
673,15073,2023-05-15,1754.62
674,44869,2020-09-26,6062.43
675,20629,2022-10-01,3652.91
676,18489,2020-12-02,1399.31
677,10396,2024-04-05,7992.91
678,20053,2023-12-06,3562.9
679,4632,2024-06-30,4507.17
680,18547,2023-01-30,6156.68
681,14940,2025-02-20,4079.74
682,6475,2022-10-17,8676.07
683,37230,2021-07-25,9825.97
684,36334,2021-06-29,3914.19
685,28194,2022-12-24,1865.93
686,19318,2023-05-23,2853.44
687,35877,2024-11-30,6772.19
688,33233,2020-12-26,914.53
689,10227,2022-01-16,6778.7
690,43855,2023-08-28,5323.82
691,27362,2022-12-29,549.01
692,35689,2025-02-14,4166.08
693,49963,2022-10-30,2382.68
694,5910,2024-12-31,1388.94
695,22363,2020-08-03,9414.94
696,6630,2024-11-22,2981.2
697,16783,2025-04-13,4991.16
698,1076,2022-04-23,6159.24
699,43780,2020-07-09,6326.71
700,7599,2024-06-20,3875.87
701,31634,2020-08-06,2768.22
702,18247,2023-12-03,5692.44
703,27856,2023-05-10,7967.24
704,21923,2023-11-05,8960.43
705,13772,2023-05-25,5955.71
706,18951,2024-12-28,5335.09
707,11433,2020-04-15,9662.54
708,27326,2020-02-25,2110.4
709,26561,2023-03-23,266.53
710,38028,2022-12-27,4975.95
711,39259,2024-01-20,673.5
712,20538,2025-04-30,686.0
713,28344,2024-10-02,426.04
714,16126,2024-02-24,6221.34
715,658,2021-08-24,6295.34
716,20439,2022-10-31,2631.22
717,26087,2021-03-12,4553.07
718,31185,2024-06-25,4246.61
719,9578,2022-03-10,4980.17
720,31086,2021-11-29,2075.17
721,30913,2021-02-17,8146.12
722,35383,2020-08-18,2952.98
723,47398,2020-05-16,3334.51
724,772,2024-03-26,6541.67
725,31731,2025-02-21,9817.23
726,18959,2021-02-04,2123.65
727,47539,2025-03-02,3643.11
728,40702,2022-02-17,3805.34
729,39126,2021-07-22,5339.08
730,21100,2022-09-08,8367.3
731,18382,2020-02-19,7283.21
732,34851,2021-04-24,2133.6
733,27005,2021-08-07,7156.13
734,8964,2022-04-28,1347.97
735,49056,2022-12-12,1998.65
736,39132,2021-08-23,3998.26
737,1164,2024-11-22,3513.45
738,6942,2020-07-26,8710.69
739,22793,2020-04-19,9970.37
740,4883,2022-01-06,2110.7
741,45392,2024-01-13,6608.48
742,16286,2020-06-19,5866.21
743,5057,2022-03-17,7716.21
744,3694,2022-12-01,7026.84
745,22061,2021-12-16,2827.42
746,27927,2022-09-29,8423.67
747,26956,2022-07-18,4840.57
748,773,2024-08-15,9336.14
749,724,2021-08-12,5647.1
750,17603,2022-06-23,2979.07
751,29303,2023-11-03,8972.23
752,49858,2024-10-23,8279.92
753,13355,2024-03-12,9474.69
754,29652,2025-04-15,8946.0
755,42242,2022-02-16,2527.47
756,37306,2020-08-03,8171.55
757,46376,2024-08-24,5982.43
758,49763,2021-08-10,4092.84
759,32699,2021-06-21,175.53
760,9924,2021-06-30,7006.43
761,9845,2020-03-17,8553.48
762,46756,2021-12-23,6081.26
763,7976,2025-05-29,3176.13
764,25478,2025-06-19,670.64
765,46478,2025-01-21,6623.86
766,11389,2022-09-08,4096.91
767,30193,2022-12-07,5018.87
768,8037,2022-11-12,5686.46
769,13089,2020-03-05,7708.84
770,40083,2021-06-03,5414.18
771,40649,2021-05-07,5307.4
772,23507,2022-01-12,4864.47
773,2400,2024-03-04,4333.78
774,21340,2023-10-28,6267.8
775,32092,2024-10-27,341.56
776,28540,2020-05-20,7259.79
777,17759,2024-11-06,3215.22
778,39053,2023-04-15,3789.11
779,31914,2024-11-25,6180.8
780,11489,2023-02-02,2549.02
781,33514,2024-07-31,6621.9
782,30941,2023-02-28,1364.09
783,21869,2021-06-23,6529.8
784,30833,2022-11-16,7200.74
785,44281,2023-09-26,7025.52
786,26070,2024-03-26,7764.35
787,19905,2023-05-24,5217.1
788,31792,2022-11-01,8661.19
789,19807,2022-10-27,2412.16
790,35924,2024-09-01,3895.08
791,48727,2022-05-13,9569.39
792,26577,2025-04-13,7910.47
793,6026,2022-04-08,7451.96
794,6062,2024-05-18,7140.98
795,4241,2020-10-10,1193.86
796,45818,2021-02-13,9511.29
797,14881,2022-05-10,2995.62
798,26945,2022-05-08,1529.29
799,33940,2021-11-22,284.39
800,27330,2021-04-02,3928.87
801,11152,2022-06-18,6758.8
802,32713,2020-04-15,3978.7
803,26241,2023-03-19,8106.59
804,2723,2020-09-22,1897.53
805,24018,2022-06-18,1780.25
806,8875,2021-10-08,2736.68
807,28485,2020-07-09,637.34
808,17894,2023-06-19,8406.67
809,40704,2024-06-10,1436.0
810,35032,2023-05-03,3862.57
811,39655,2020-03-28,4683.44
812,2285,2023-10-22,2425.49
813,43104,2024-02-17,8857.23
814,15543,2025-05-03,7384.02
815,19344,2020-12-26,378.63
816,36035,2020-04-25,4442.71
817,25850,2022-04-23,1463.98
818,6216,2022-02-27,6425.58
819,18400,2023-12-26,4983.27
820,41878,2021-05-05,8104.25
821,9144,2022-02-23,6873.05
822,24048,2022-08-20,8203.45
823,27601,2024-01-26,8775.68
824,8347,2023-10-11,1888.33
825,31770,2021-04-24,5877.22
