customer_id,join_date,region
519,2025-05-06,South
520,2023-11-17,East
521,2025-01-08,West
522,2020-09-02,West
523,2023-04-14,West
524,2022-11-28,West
525,2024-02-09,West
526,2024-09-01,South
527,2022-01-28,West
528,2021-06-21,East
529,2025-03-05,East
530,2025-01-15,North
531,2022-07-09,North
532,2021-02-11,North
533,2021-06-08,North
534,2022-04-07,South
535,2024-03-09,East
536,2022-06-21,South
537,2025-01-22,East
538,2020-02-05,South
539,2021-11-15,East
540,2020-01-20,North
541,2020-11-16,East
542,2024-12-04,North
543,2021-05-26,East
544,2021-02-03,South
545,2021-10-15,West
546,2022-08-29,East
547,2025-03-21,South
548,2021-04-15,West
549,2023-03-12,South
550,2023-01-20,West
551,2023-10-09,North
552,2022-04-13,East
553,2024-12-28,South
554,2021-12-27,East
555,2025-06-05,North
556,2022-05-03,North
557,2020-02-20,East
558,2024-08-15,South
559,2024-09-17,South
560,2021-07-28,South
561,2023-04-28,East
562,2023-02-22,South
563,2020-05-29,South
564,2020-11-09,West
565,2021-07-23,South
566,2023-09-27,North
567,2020-10-31,South
568,2024-09-11,East
569,2021-11-12,East
570,2022-04-17,South
571,2024-12-11,East
572,2022-12-13,East
573,2022-09-29,South
574,2021-03-19,West
575,2021-09-04,West
576,2022-09-19,West
577,2020-09-20,West
578,2022-12-12,North
579,2024-05-14,South
580,2022-09-30,East
581,2024-07-01,East
582,2020-01-05,South
583,2023-01-31,East
584,2023-05-04,North
585,2022-02-12,West
586,2022-05-26,South
587,2022-09-18,East
588,2022-06-02,North
589,2023-10-05,East
590,2020-02-16,North
591,2022-05-16,East
592,2022-04-02,West
593,2022-07-24,South
594,2025-01-17,West
595,2021-10-17,West
596,2020-09-25,East
597,2021-01-04,West
598,2021-09-27,South
599,2023-02-03,North
600,2024-08-20,North
601,2024-08-09,East
602,2021-10-18,South
603,2020-04-29,South
604,2022-04-10,North
605,2024-12-15,North
606,2024-06-15,West
607,2022-12-17,East
608,2025-05-28,North
609,2023-10-01,North
610,2022-01-10,South
611,2024-02-06,South
612,2020-04-26,South
613,2025-01-27,North
614,2022-03-01,East
615,2023-02-24,West
616,2023-11-17,East
617,2025-04-15,North
618,2022-10-09,West
619,2024-07-22,East
620,2022-12-17,North
621,2021-09-25,East
622,2021-05-27,North
623,2024-11-09,South
624,2022-03-12,East
625,2023-01-24,South
626,2024-07-19,South
627,2023-02-15,West
628,2021-07-13,West
629,2024-06-12,East
630,2021-05-02,North
631,2023-06-14,West
632,2025-03-23,West
633,2022-06-15,South
634,2023-07-19,South
635,2023-04-27,North
636,2021-12-04,West
637,2024-01-10,West
638,2021-08-03,North
639,2022-02-28,West
640,2022-05-10,East
641,2020-09-03,East
642,2025-06-09,North
643,2023-01-04,South
644,2020-06-02,North
645,2024-08-06,East
646,2023-12-29,West
647,2022-09-23,West
648,2023-01-14,South
649,2021-11-27,South
650,2023-08-01,East
651,2025-06-20,South
652,2023-05-28,North
653,2022-12-28,East
654,2022-12-06,West
655,2022-10-05,West
656,2020-04-03,West
657,2024-11-08,South
658,2022-08-15,East
659,2022-10-08,South
660,2021-03-28,North
661,2023-05-12,East
662,2022-06-30,South
663,2020-08-05,West
664,2021-04-18,West
665,2021-03-07,North
666,2020-12-06,North
667,2021-07-04,North
668,2024-06-23,West
669,2023-08-05,South
670,2023-07-01,West
671,2024-10-23,West
672,2020-12-22,West
673,2020-01-23,South
674,2024-11-20,West
675,2021-06-05,North
676,2024-11-16,North
677,2025-02-03,North
678,2023-01-28,North
679,2022-03-12,West
680,2023-04-18,West
681,2023-05-31,West
682,2025-04-13,North
683,2022-01-31,South
684,2024-08-09,East
685,2021-03-17,East
686,2024-06-19,East
687,2022-02-07,South
688,2022-10-12,West
689,2023-09-10,East
690,2021-05-30,East
691,2022-11-05,West
692,2022-03-02,East
693,2020-12-01,West
694,2024-11-17,East
695,2020-09-14,West
696,2021-05-11,North
697,2022-06-14,South
698,2020-06-08,East
699,2024-02-07,West
700,2022-05-01,North
701,2024-08-14,West
702,2025-04-15,East
703,2021-11-20,East
704,2024-08-25,East
705,2021-01-14,East
706,2024-04-17,East
707,2025-05-06,North
708,2022-08-14,West
709,2021-11-21,West
710,2023-12-21,East
711,2024-06-24,West
712,2023-07-15,North
713,2025-02-01,East
714,2024-05-19,South
715,2023-12-11,North
716,2023-04-06,East
717,2025-02-08,West
718,2022-12-02,North
719,2024-04-28,East
720,2020-10-11,West
721,2021-01-31,West
722,2020-01-12,East
723,2024-06-18,North
724,2023-08-18,East
725,2025-04-05,East
726,2023-06-30,East
727,2021-05-13,East
728,2022-01-23,East
729,2020-02-04,West
730,2021-12-27,East
731,2022-04-28,North
732,2020-03-30,South
733,2022-02-14,East
734,2021-08-27,North
735,2025-04-29,South
736,2022-08-27,North
737,2024-06-13,West
738,2022-10-18,West
739,2021-02-21,South
740,2020-04-24,South
741,2021-09-08,South
742,2025-04-10,West
743,2023-05-04,West
744,2022-04-05,North
745,2024-03-04,West
746,2024-07-07,South
747,2024-02-25,East
748,2023-01-03,East
749,2021-02-16,South
750,2023-10-31,West
751,2023-12-14,South
752,2021-12-29,West
753,2023-07-24,East
754,2022-10-17,North
755,2022-01-30,West
756,2021-11-06,North
757,2023-11-18,East
758,2025-03-07,North
759,2021-04-01,North
760,2022-07-08,South
761,2020-07-10,North
762,2022-01-08,East
763,2024-09-08,West
764,2023-01-27,North
765,2024-04-20,West
766,2022-09-04,South
767,2022-10-05,East
768,2020-04-05,East
769,2024-08-14,West
770,2021-10-24,East
771,2023-04-28,South
772,2024-10-25,West
773,2020-02-06,East
774,2024-12-08,South
775,2023-10-24,South
776,2024-09-14,North
777,2024-03-28,East
778,2020-10-05,West
779,2020-08-04,North
780,2022-05-16,West
781,2022-05-22,North
782,2024-12-26,South
783,2023-07-20,North
784,2025-03-19,North
785,2020-03-02,North
786,2021-08-18,East
787,2025-03-18,North
788,2021-12-29,South
789,2023-09-27,West
790,2021-01-31,East
791,2021-11-29,South
792,2022-11-08,East
793,2020-06-25,West
794,2024-06-23,West
795,2021-01-30,West
796,2021-03-20,East
797,2023-06-10,East
798,2025-04-22,West
799,2020-03-16,West
800,2020-09-21,South
801,2021-03-30,West
802,2024-12-24,North
803,2021-12-18,East
804,2022-01-04,South
805,2023-11-08,East
806,2024-05-06,West
807,2022-04-30,North
808,2024-03-09,West
809,2023-10-22,East
810,2020-05-23,South
811,2022-06-03,East
812,2022-12-28,South
813,2023-01-27,North
814,2021-01-30,West
815,2022-11-14,West
816,2022-08-05,North
817,2022-06-09,East
818,2024-02-01,North
819,2024-02-16,West
820,2024-05-07,South
821,2023-03-20,West
822,2023-03-13,East
823,2021-07-22,South
824,2022-11-28,East
825,2020-04-18,West
826,2024-09-12,West
827,2022-12-01,South
828,2023-04-24,East
829,2022-07-23,South
830,2021-02-01,South
831,2023-05-31,East
832,2021-09-25,South
833,2023-03-02,North
834,2023-04-01,South
835,2023-05-23,West
836,2022-01-02,East
837,2020-08-22,West
838,2025-02-09,North
839,2021-10-19,North
840,2022-01-20,South
841,2021-08-10,West
842,2022-10-29,South
843,2023-01-02,South
844,2022-08-11,West
845,2021-05-06,North
846,2022-07-01,North
847,2023-06-30,North
848,2023-06-07,East
849,2024-03-22,East
850,2023-04-12,South
851,2024-08-03,East
852,2023-04-06,East
853,2020-06-18,West
854,2023-11-17,South
855,2022-08-03,South
856,2022-03-05,West
857,2021-09-25,North
858,2023-05-02,West
859,2024-03-20,North
860,2020-01-29,South
861,2023-04-03,South
862,2023-12-16,East
863,2020-12-04,East
864,2024-07-29,West
865,2024-02-28,East
866,2023-10-20,South
867,2025-01-30,South
868,2023-09-27,North
869,2021-05-14,East
870,2024-08-07,North
871,2021-05-25,South
872,2023-09-12,East
873,2020-08-04,North
874,2023-08-17,South
875,2023-03-01,North
876,2025-01-01,East
877,2022-12-29,North
878,2023-06-29,North
879,2023-12-09,South
880,2024-12-15,East
881,2021-03-20,West
882,2022-05-25,West
883,2023-04-20,North
884,2020-06-15,South
885,2020-03-31,East
886,2021-12-14,South
887,2025-02-24,East
888,2024-04-03,South
889,2020-02-08,West
890,2023-02-23,West
891,2024-01-14,West
892,2020-06-21,South
893,2021-10-14,South
894,2022-01-23,North
895,2023-05-28,West
896,2024-07-19,North
897,2022-12-17,South
898,2024-08-10,East
899,2021-04-20,West
900,2021-03-31,West
901,2022-04-08,West
902,2022-06-13,West
903,2023-10-16,West
904,2025-05-12,South
905,2022-10-21,West
906,2021-01-21,West
907,2025-06-19,North
908,2020-12-13,East
909,2020-07-08,West
910,2021-05-19,North
911,2023-04-29,South
912,2024-03-11,North
913,2023-10-24,West
914,2023-12-03,North
915,2022-04-03,North
916,2022-07-17,South
917,2022-07-22,North
918,2023-02-14,South
919,2020-05-13,South
920,2020-02-27,North
921,2024-04-28,West
922,2021-11-15,East
923,2021-11-02,North
924,2020-06-21,North
925,2025-01-26,North
926,2022-03-25,East
927,2023-03-18,East
928,2020-03-20,South
929,2022-06-04,East
930,2023-05-21,East
931,2020-07-21,North
932,2022-02-02,South
933,2023-06-06,West
934,2024-08-26,South
935,2023-06-04,East
936,2024-08-09,East
937,2024-04-04,North
938,2024-01-04,West
939,2023-11-26,West
940,2020-02-16,West
941,2023-06-10,East
942,2023-08-21,East
943,2024-03-29,South
944,2023-03-12,East
945,2023-12-09,West
946,2024-03-16,West
947,2023-10-28,West
948,2024-05-08,North
949,2025-03-24,South
950,2023-07-06,South
951,2021-10-17,East
952,2021-04-15,North
953,2025-05-30,South
954,2022-08-28,North
955,2022-11-01,North
956,2023-09-15,East
957,2022-01-05,North
958,2022-02-22,South
959,2022-08-25,East
960,2020-12-23,South
961,2022-08-29,North
962,2023-12-02,North
963,2021-10-29,West
964,2021-01-07,East
965,2022-10-28,East
966,2023-02-19,West
967,2023-10-03,South
968,2021-11-06,South
969,2020-03-30,North
970,2024-07-29,East
971,2021-11-28,North
972,2023-09-01,West
973,2023-04-16,North
974,2021-06-23,South
975,2022-01-01,South
976,2022-05-18,West
977,2020-02-10,South
978,2022-01-09,West
979,2024-09-23,East
980,2025-04-30,West
981,2021-05-16,West
982,2022-08-16,West
983,2023-03-14,South
984,2023-05-09,East
985,2022-07-17,North
986,2024-10-13,East
987,2021-04-05,South
988,2022-01-01,East
989,2022-01-21,East
990,2022-07-13,West
991,2022-06-27,West
992,2024-04-30,South
993,2024-04-19,West
994,2023-06-30,South
995,2021-01-24,North
996,2024-06-05,East
997,2022-06-01,North
998,2020-09-12,North
999,2021-12-09,East
1000,2025-01-12,West
1001,2025-04-28,North
1002,2021-03-25,East
1003,2020-01-10,North
1004,2022-04-03,North
1005,2022-03-08,East
1006,2023-06-19,West
1007,2023-06-28,South
1008,2022-05-26,East
1009,2022-10-25,South
1010,2023-02-16,East
1011,2022-10-12,East
1012,2024-12-29,South
1013,2021-01-08,South
1014,2022-12-24,West
1015,2020-05-25,East
1016,2020-08-11,East
1017,2023-06-16,East
1018,2020-06-25,West
1019,2024-12-07,South
1020,2022-05-02,East
1021,2023-07-29,South
1022,2020-03-03,West
1023,2023-05-25,North
1024,2025-02-20,South
1025,2022-04-06,West
1026,2022-03-05,North
1027,2021-11-19,East
1028,2024-01-24,East
1029,2025-05-06,South
1030,2024-06-21,North
1031,2020-04-14,West
1032,2023-01-27,East
1033,2021-05-25,East
1034,2021-01-19,North
1035,2021-02-08,West
1036,2022-04-02,East
1037,2021-06-01,East
1038,2021-04-20,South
1039,2021-12-09,West
1040,2025-03-01,East
1041,2024-07-26,North
1042,2025-03-08,East
1043,2022-02-09,West
1044,2023-12-31,South
1045,2022-11-12,East
1046,2022-09-23,North
1047,2024-05-07,East
1048,2021-11-07,North
1049,2021-12-14,West
1050,2024-01-21,South
1051,2020-03-23,West
1052,2023-03-14,East
1053,2023-01-13,East
1054,2023-01-06,South
1055,2021-04-01,North
1056,2025-03-16,West
1057,2020-01-01,North
1058,2020-02-20,East
1059,2021-11-15,North
1060,2021-12-17,West
1061,2024-11-30,North
1062,2024-01-09,East
1063,2021-03-24,West
1064,2022-05-30,North
1065,2021-05-02,North
1066,2024-12-28,West
1067,2020-02-03,East
1068,2023-10-03,West
1069,2020-04-04,East
1070,2022-12-31,North
1071,2024-04-23,West
1072,2020-06-02,East
1073,2020-09-06,West
1074,2021-11-04,North
1075,2021-03-13,West
1076,2020-04-27,North
1077,2022-02-09,North
1078,2025-03-29,North
1079,2023-08-22,East
1080,2020-09-24,East
1081,2025-06-07,South
1082,2022-12-13,East
1083,2020-08-23,South
1084,2021-01-23,West
1085,2022-09-16,North
1086,2024-10-23,East
1087,2022-02-01,North
1088,2025-01-22,South
1089,2021-02-04,East
1090,2021-09-15,East
1091,2022-02-05,East
1092,2023-08-19,East
1093,2022-07-07,North
1094,2023-05-15,East
1095,2023-06-06,South
1096,2022-05-02,East
1097,2025-04-17,South
1098,2021-07-31,South
1099,2020-03-15,North
1100,2021-03-10,East
1101,2020-04-12,South
1102,2023-12-16,East
1103,2024-09-23,North
1104,2022-02-02,North
1105,2022-01-07,East
1106,2022-03-16,South
1107,2023-08-22,West
1108,2020-04-07,West
1109,2025-02-16,North
1110,2022-03-08,South
1111,2023-09-20,West
1112,2022-05-08,South
1113,2021-03-10,East
1114,2021-03-22,North
1115,2023-08-24,East
1116,2020-09-05,East
1117,2020-06-14,East
1118,2024-02-13,South
1119,2022-09-10,West
1120,2023-09-20,East
1121,2022-10-16,North
1122,2021-06-25,South
1123,2022-01-28,West
1124,2023-02-03,East
1125,2024-05-05,North
1126,2020-03-21,East
1127,2020-05-12,West
1128,2022-03-07,West
1129,2022-06-18,East
1130,2020-05-17,East
1131,2020-07-02,South
1132,2023-11-25,West
1133,2023-09-15,West
1134,2022-02-23,East
1135,2024-03-11,North
1136,2025-02-18,East
1137,2022-09-10,East
1138,2020-03-09,West
1139,2021-06-29,South
1140,2024-12-02,East
1141,2020-02-22,North
1142,2024-01-13,North
1143,2020-07-23,East
1144,2020-05-05,North
1145,2024-11-05,North
1146,2020-02-12,East
1147,2024-11-10,North
1148,2025-06-17,North
1149,2025-03-21,East
1150,2020-04-20,West
1151,2022-01-30,South
1152,2024-08-13,South
1153,2023-04-21,West
1154,2022-04-27,East
1155,2020-04-04,West
1156,2025-06-17,South
1157,2023-10-29,South
1158,2025-04-19,South
1159,2024-03-23,South
1160,2022-06-18,East
1161,2020-12-25,South
1162,2022-06-18,South
1163,2024-09-15,East
1164,2020-10-07,West
1165,2023-05-03,East
1166,2025-03-02,South
1167,2023-05-03,North
1168,2021-10-28,East
1169,2020-04-02,East
1170,2021-11-02,West
1171,2025-05-23,South
1172,2020-03-01,North
1173,2021-09-25,East
1174,2022-12-10,East
1175,2023-11-27,East
1176,2024-12-17,North
1177,2022-10-25,East
1178,2024-01-29,East
1179,2021-08-26,North
1180,2021-11-12,East
1181,2025-01-26,North
1182,2021-06-17,West
1183,2023-11-29,North
1184,2022-04-17,West
1185,2024-03-16,North
1186,2021-10-06,South
1187,2020-08-20,East
1188,2021-06-07,West
1189,2020-12-11,East
1190,2022-12-05,East
1191,2021-06-29,North
1192,2025-05-22,South
1193,2023-01-06,North
1194,2024-10-19,East
1195,2025-01-10,North
1196,2025-04-30,West
1197,2023-01-01,South
1198,2022-03-04,East
1199,2020-09-05,North
1200,2020-02-16,West
1201,2023-02-18,South
1202,2020-08-01,North
1203,2020-08-26,North
1204,2022-12-15,East
1205,2020-12-15,West
1206,2020-04-16,South
1207,2022-04-10,North
1208,2020-02-17,South
1209,2024-05-15,West
1210,2020-12-02,East
1211,2022-11-15,East
1212,2022-03-14,East
1213,2023-07-04,South
1214,2020-01-08,South
1215,2021-09-16,North
1216,2025-03-05,West
1217,2023-06-30,West
1218,2024-09-11,West
1219,2021-12-19,South
1220,2020-10-29,East
1221,2021-09-30,West
1222,2020-02-25,North
1223,2021-12-26,South
1224,2021-06-09,East
1225,2021-04-18,West
1226,2020-01-28,East
1227,2020-03-18,North
1228,2023-05-24,West
1229,2023-11-10,West
1230,2020-12-30,East
1231,2021-10-27,South
1232,2021-06-09,East
1233,2021-11-29,North
1234,2023-08-28,East
1235,2022-06-01,East
1236,2022-10-27,West
1237,2022-10-23,South
1238,2024-07-04,South
1239,2022-07-07,South
1240,2022-01-19,South
1241,2020-12-28,East
1242,2024-11-09,West
1243,2024-03-11,West
1244,2023-07-21,South
1245,2024-03-09,East
1246,2022-03-16,South
1247,2022-01-08,South
1248,2025-03-21,West
